id,district,year,treat,soda
2197,"Old Eagleton",2020,0,499.4604
2198,"Old Eagleton",2020,0,479.0252
2199,"Old Eagleton",2020,0,481.8374
2200,"Old Eagleton",2020,0,505.3351
2201,"Old Eagleton",2020,0,489.0172
2202,"Old Eagleton",2020,0,489.5361
2203,"Old Eagleton",2020,0,507.18
2204,"Old Eagleton",2020,0,507.3016
2205,"Old Eagleton",2020,0,512.5258
2206,"Old Eagleton",2020,0,508.0823
2207,"Old Eagleton",2020,0,480.5485
2208,"Old Eagleton",2020,0,486.51
2209,"Old Eagleton",2020,0,484.8412
2210,"Old Eagleton",2020,0,508.9023
2211,"Old Eagleton",2020,0,487.8076
2212,"Old Eagleton",2020,0,494.8752
2213,"Old Eagleton",2020,0,497.7291
2214,"Old Eagleton",2020,0,485.719
2215,"Old Eagleton",2020,0,522.6113
2216,"Old Eagleton",2020,0,513.5167
2217,"Old Eagleton",2020,0,503.3026
2218,"Old Eagleton",2020,0,506.845
2219,"Old Eagleton",2020,0,505.5755
2220,"Old Eagleton",2020,0,483.905
2221,"Old Eagleton",2020,0,495.8541
2222,"Old Eagleton",2020,0,496.5708
2223,"Old Eagleton",2020,0,476.2207
2224,"Old Eagleton",2020,0,503.6931
2225,"Old Eagleton",2020,0,498.9601
2226,"Old Eagleton",2020,0,488.239
2227,"Old Eagleton",2020,0,500.858
2228,"Old Eagleton",2020,0,479.3371
2229,"Old Eagleton",2020,0,509.7375
2230,"Old Eagleton",2020,0,505.1229
2231,"Old Eagleton",2020,0,502.5555
2232,"Old Eagleton",2020,0,489.2423
2233,"Old Eagleton",2020,0,498.9002
2234,"Old Eagleton",2020,0,510.8356
2235,"Old Eagleton",2020,0,494.945
2236,"Old Eagleton",2020,0,505.6902
2237,"Old Eagleton",2020,0,498.924
2238,"Old Eagleton",2020,0,509.7587
2239,"Old Eagleton",2020,0,487.6935
2240,"Old Eagleton",2020,0,497.6202
2241,"Old Eagleton",2020,0,499.8844
2242,"Old Eagleton",2020,0,476.3655
2243,"Old Eagleton",2020,0,504.0826
2244,"Old Eagleton",2020,0,500.8187
2245,"Old Eagleton",2020,0,491.0027
2246,"Old Eagleton",2020,0,486.8845
2247,"Old Eagleton",2020,0,509.5847
2248,"Old Eagleton",2020,0,492.9401
2249,"Old Eagleton",2020,0,501.2208
2250,"Old Eagleton",2020,0,490.6389
2251,"Old Eagleton",2020,0,499.6313
2252,"Old Eagleton",2020,0,484.9883
2253,"Old Eagleton",2020,0,492.5337
2254,"Old Eagleton",2020,0,497.5597
2255,"Old Eagleton",2020,0,519.8
2256,"Old Eagleton",2020,0,508.6978
2257,"Old Eagleton",2020,0,492.3662
2258,"Old Eagleton",2020,0,485.9856
2259,"Old Eagleton",2020,0,516.1125
2260,"Old Eagleton",2020,0,506.2199
2261,"Old Eagleton",2020,0,498.2897
2262,"Old Eagleton",2020,0,496.126
2263,"Old Eagleton",2020,0,492.0785
2264,"Old Eagleton",2020,0,497.5407
2265,"Old Eagleton",2020,0,518.5376
2266,"Old Eagleton",2020,0,493.7572
2267,"Old Eagleton",2020,0,494.3413
2268,"Old Eagleton",2020,0,494.9126
2269,"Old Eagleton",2020,0,517.6979
2270,"Old Eagleton",2020,0,478.269
2271,"Old Eagleton",2020,0,523.8538
2272,"Old Eagleton",2020,0,498.1903
2273,"Old Eagleton",2020,0,509.699
2274,"Old Eagleton",2020,0,506.9879
2275,"Old Eagleton",2020,0,516.1264
2276,"Old Eagleton",2020,0,485.1435
2277,"Old Eagleton",2020,0,508.5841
2278,"Old Eagleton",2020,0,508.7643
2279,"Old Eagleton",2020,0,506.208
2280,"Old Eagleton",2020,0,494.3259
2281,"Old Eagleton",2020,0,496.8444
2282,"Old Eagleton",2020,0,496.1976
2283,"Old Eagleton",2020,0,509.0831
2284,"Old Eagleton",2020,0,508.6325
2285,"Old Eagleton",2020,0,517.256
2286,"Old Eagleton",2020,0,492.3109
2287,"Old Eagleton",2020,0,499.0298
2288,"Old Eagleton",2020,0,527.844
2289,"Old Eagleton",2020,0,502.176
2290,"Old Eagleton",2020,0,495.1086
2291,"Old Eagleton",2020,0,508.9245
2292,"Old Eagleton",2020,0,489.1499
2293,"Old Eagleton",2020,0,500.9645
2294,"Old Eagleton",2020,0,492.446
2295,"Old Eagleton",2020,0,491.9561
2296,"Old Eagleton",2020,0,501.1941
2297,"Old Eagleton",2020,0,494.4346
2298,"Old Eagleton",2020,0,494.7072
2299,"Old Eagleton",2020,0,479.8998
2300,"Old Eagleton",2020,0,518.574
2301,"Old Eagleton",2020,0,497.5862
2302,"Old Eagleton",2020,0,477.5881
2303,"Old Eagleton",2020,0,511.4964
2304,"Old Eagleton",2020,0,479.1537
2305,"Old Eagleton",2020,0,516.5021
2306,"Old Eagleton",2020,0,485.4857
2307,"Old Eagleton",2020,0,506.3384
2308,"Old Eagleton",2020,0,504.6736
2309,"Old Eagleton",2020,0,511.7083
2310,"Old Eagleton",2020,0,497.9419
2311,"Old Eagleton",2020,0,501.1205
2312,"Old Eagleton",2020,0,513.8055
2313,"Old Eagleton",2020,0,495.1992
2314,"Old Eagleton",2020,0,492.848
2315,"Old Eagleton",2020,0,502.1655
2316,"Old Eagleton",2020,0,495.7188
2317,"Old Eagleton",2020,0,507.7068
2318,"Old Eagleton",2020,0,505.5363
2319,"Old Eagleton",2020,0,493.6284
2320,"Old Eagleton",2020,0,492.8121
2321,"Old Eagleton",2020,0,514.9978
2322,"Old Eagleton",2020,0,493.8783
2323,"Old Eagleton",2020,0,487.2864
2324,"Old Eagleton",2020,0,507.6777
2325,"Old Eagleton",2020,0,485.3163
2326,"Old Eagleton",2020,0,478.002
2327,"Old Eagleton",2020,0,506.2588
2328,"Old Eagleton",2020,0,508.6959
2329,"Old Eagleton",2020,0,484.4522
2330,"Old Eagleton",2020,0,516.9694
2331,"Old Eagleton",2020,0,515.0824
2332,"Old Eagleton",2020,0,502.6689
2333,"Old Eagleton",2020,0,509.2922
2334,"Old Eagleton",2020,0,497.3135
2335,"Old Eagleton",2020,0,500.4449
2336,"Old Eagleton",2020,0,483.8261
2337,"Old Eagleton",2020,0,496.911
2338,"Old Eagleton",2020,0,506.0439
2339,"Old Eagleton",2020,0,499.0357
2340,"Old Eagleton",2020,0,497.4464
2341,"Old Eagleton",2020,0,500.9545
2342,"Old Eagleton",2020,0,500.2751
2343,"Old Eagleton",2020,0,502.3611
2344,"Old Eagleton",2020,0,484.3036
2345,"Old Eagleton",2020,0,497.9436
2346,"Old Eagleton",2020,0,513.5576
2347,"Old Eagleton",2020,0,499.0587
2348,"Old Eagleton",2020,0,508.3755
2349,"Old Eagleton",2020,0,499.492
2350,"Old Eagleton",2020,0,496.6735
2351,"Old Eagleton",2020,0,496.3463
2352,"Old Eagleton",2020,0,507.0128
2353,"Old Eagleton",2020,0,493.8905
2354,"Old Eagleton",2020,0,510.7793
2355,"Old Eagleton",2020,0,494.5609
2356,"Old Eagleton",2020,0,504.1704
2357,"Old Eagleton",2020,0,503.1494
2358,"Old Eagleton",2020,0,502.2378
2359,"Old Eagleton",2020,0,496.8519
2360,"Old Eagleton",2020,0,496.0524
2361,"Old Eagleton",2020,0,492.1379
2362,"Old Eagleton",2020,0,525.9623
2363,"Old Eagleton",2020,0,480.2053
2364,"Old Eagleton",2020,0,503.512
2365,"Old Eagleton",2020,0,489.6614
2366,"Old Eagleton",2020,0,490.5032
2367,"Old Eagleton",2020,0,506.3317
2368,"Old Eagleton",2020,0,493.3233
2369,"Old Eagleton",2020,0,493.9117
2370,"Old Eagleton",2020,0,498.4759
2371,"Old Eagleton",2020,0,503.8236
2372,"Old Eagleton",2020,0,507.5378
2373,"Old Eagleton",2020,0,505.0339
2374,"Old Eagleton",2020,0,515.4936
2375,"Old Eagleton",2020,0,487.4336
2376,"Old Eagleton",2020,0,511.1516
2377,"Old Eagleton",2020,0,495.3945
2378,"Old Eagleton",2020,0,487.9049
2379,"Old Eagleton",2020,0,498.4284
2380,"Old Eagleton",2020,0,492.937
2381,"Old Eagleton",2020,0,479.2407
2382,"Old Eagleton",2020,0,513.9029
2383,"Old Eagleton",2020,0,517.9688
2384,"Old Eagleton",2020,0,500.6666
2385,"Old Eagleton",2020,0,492.4936
2386,"Old Eagleton",2020,0,509.0969
2387,"Old Eagleton",2020,0,480.3018
2388,"Old Eagleton",2020,0,486.5617
2389,"Old Eagleton",2020,0,489.9508
2390,"Old Eagleton",2020,0,504.9743
2391,"Old Eagleton",2020,0,497.6495
2392,"Old Eagleton",2020,0,506.9883
2393,"Old Eagleton",2020,0,505.7482
2394,"Old Eagleton",2020,0,519.4498
2395,"Old Eagleton",2020,0,506.9731
2396,"Old Eagleton",2020,0,499.8217
2397,"Old Eagleton",2020,0,492.8793
2398,"Old Eagleton",2020,0,503.6936
2399,"Old Eagleton",2020,0,500.4
2400,"Old Eagleton",2020,0,507.4074
2401,"Old Eagleton",2020,0,506.2526
2402,"Old Eagleton",2020,0,493.53
2403,"Old Eagleton",2020,0,499.254
2404,"Old Eagleton",2020,0,495.7685
2405,"Old Eagleton",2020,0,487.2608
2406,"Old Eagleton",2020,0,484.3788
2407,"Old Eagleton",2020,0,495.0799
2408,"Old Eagleton",2020,0,503.5814
2409,"Old Eagleton",2020,0,500.3719
2410,"Old Eagleton",2020,0,501.8805
2411,"Old Eagleton",2020,0,497.564
2412,"Old Eagleton",2020,0,476.0382
2413,"Old Eagleton",2020,0,512.0579
2414,"Old Eagleton",2020,0,492.9892
2415,"Old Eagleton",2020,0,489.3431
2416,"Old Eagleton",2020,0,498.0517
2417,"Old Eagleton",2020,0,495.5533
2418,"Old Eagleton",2020,0,511.432
2419,"Old Eagleton",2020,0,488.1272
2420,"Old Eagleton",2020,0,500.5419
2421,"Old Eagleton",2020,0,498.0736
2422,"Old Eagleton",2020,0,501.0161
2423,"Old Eagleton",2020,0,496.9393
2424,"Old Eagleton",2020,0,491.4732
2425,"Old Eagleton",2020,0,498.979
2426,"Old Eagleton",2020,0,498.2657
2427,"Old Eagleton",2020,0,518.6177
2428,"Old Eagleton",2020,0,506.2682
2429,"Old Eagleton",2020,0,491.6669
2430,"Old Eagleton",2020,0,501.894
2431,"Old Eagleton",2020,0,499.2063
2432,"Old Eagleton",2020,0,494.0749
2433,"Old Eagleton",2020,0,493.0782
2434,"Old Eagleton",2020,0,503.8913
2435,"Old Eagleton",2020,0,506.289
2436,"Old Eagleton",2020,0,506.0241
2437,"Old Eagleton",2020,0,512.3237
2438,"Old Eagleton",2020,0,498.0777
2439,"Old Eagleton",2020,0,489.2486
2440,"Old Eagleton",2020,0,496.6544
2441,"Old Eagleton",2020,0,497.9023
2442,"Old Eagleton",2020,0,505.537
2443,"Old Eagleton",2020,0,496.3665
2444,"Old Eagleton",2020,0,479.2106
2445,"Old Eagleton",2020,0,515.322
2446,"Old Eagleton",2020,0,478.9435
2447,"Old Eagleton",2020,0,509.7235
2448,"Old Eagleton",2020,0,508.7036
2449,"Old Eagleton",2020,0,487.057
2450,"Old Eagleton",2020,0,486.607
2451,"Old Eagleton",2020,0,485.6561
2452,"Old Eagleton",2020,0,528.9044
2453,"Old Eagleton",2020,0,512.6431
2454,"Old Eagleton",2020,0,490.2549
2455,"Old Eagleton",2020,0,500.8606
2456,"Old Eagleton",2020,0,496.1926
2457,"Old Eagleton",2020,0,487.1807
2458,"Old Eagleton",2020,0,498.4612
2459,"Old Eagleton",2020,0,511.4307
2460,"Old Eagleton",2020,0,503.1837
2461,"Old Eagleton",2020,0,509.7078
2462,"Old Eagleton",2020,0,487.5402
2463,"Old Eagleton",2020,0,496.2925
2464,"Old Eagleton",2020,0,507.402
2465,"Old Eagleton",2020,0,503.1006
2466,"Old Eagleton",2020,0,481.1731
2467,"Old Eagleton",2020,0,493.5144
2468,"Old Eagleton",2020,0,505.3118
2469,"Old Eagleton",2020,0,493.1869
2470,"Old Eagleton",2020,0,498.5284
2471,"Old Eagleton",2020,0,499.3639
2472,"Old Eagleton",2020,0,515.5837
2473,"Old Eagleton",2020,0,484.2966
2474,"Old Eagleton",2020,0,495.5398
2475,"Old Eagleton",2020,0,500.1016
2476,"Old Eagleton",2020,0,495.5478
2477,"Old Eagleton",2020,0,505.3409
2478,"Old Eagleton",2020,0,513.71
2479,"Old Eagleton",2020,0,492.278
2480,"Old Eagleton",2020,0,485.287
2481,"Old Eagleton",2020,0,495.6503
2482,"Old Eagleton",2020,0,488.3375
2483,"Old Eagleton",2020,0,496.9344
2484,"Old Eagleton",2020,0,508.6178
2485,"Old Eagleton",2020,0,513.2418
2486,"Old Eagleton",2020,0,507.7597
2487,"Old Eagleton",2020,0,511.8625
2488,"Old Eagleton",2020,0,517.614
2489,"Old Eagleton",2020,0,496.1119
2490,"Old Eagleton",2020,0,504.6385
2491,"Old Eagleton",2020,0,504.0576
2492,"Old Eagleton",2020,0,495.2894
2493,"Old Eagleton",2020,0,506.7788
2494,"Old Eagleton",2020,0,484.9153
2495,"Old Eagleton",2020,0,505.9739
2496,"Old Eagleton",2020,0,504.063
2497,"Old Eagleton",2020,0,515.3651
2498,"Old Eagleton",2020,0,511.0667
2499,"Old Eagleton",2020,0,494.851
2500,"Old Eagleton",2020,0,485.9852
2501,"Old Eagleton",2020,0,512.1594
2502,"Old Eagleton",2020,0,501.4346
2503,"Old Eagleton",2020,0,507.5498
2504,"Old Eagleton",2020,0,494.2878
2505,"River Park",2020,0,472.2971
2506,"River Park",2020,0,494.8943
2507,"River Park",2020,0,493.058
2508,"River Park",2020,0,505.218
2509,"River Park",2020,0,508.8283
2510,"River Park",2020,0,509.2376
2511,"River Park",2020,0,494.5822
2512,"River Park",2020,0,513.8265
2513,"River Park",2020,0,491.2545
2514,"River Park",2020,0,507.2689
2515,"River Park",2020,0,498.5541
2516,"River Park",2020,0,484.1642
2517,"River Park",2020,0,526.467
2518,"River Park",2020,0,486.2975
2519,"River Park",2020,0,496.6834
2520,"River Park",2020,0,494.758
2521,"River Park",2020,0,507.3717
2522,"River Park",2020,0,498.982
2523,"River Park",2020,0,507.5768
2524,"River Park",2020,0,504.9364
2525,"River Park",2020,0,505.9589
2526,"River Park",2020,0,499.6621
2527,"River Park",2020,0,511.7843
2528,"River Park",2020,0,479.0444
2529,"River Park",2020,0,500.4841
2530,"River Park",2020,0,515.7649
2531,"River Park",2020,0,495.9468
2532,"River Park",2020,0,503.663
2533,"River Park",2020,0,512.6398
2534,"River Park",2020,0,487.461
2535,"River Park",2020,0,521.7759
2536,"River Park",2020,0,498.0804
2537,"River Park",2020,0,492.5316
2538,"River Park",2020,0,508.1644
2539,"River Park",2020,0,522.0341
2540,"River Park",2020,0,498.2841
2541,"River Park",2020,0,513.8135
2542,"River Park",2020,0,506.3994
2543,"River Park",2020,0,494.9181
2544,"River Park",2020,0,504.9847
2545,"River Park",2020,0,512.118
2546,"River Park",2020,0,483.625
2547,"River Park",2020,0,504.1262
2548,"River Park",2020,0,484.1709
2549,"River Park",2020,0,516.9021
2550,"River Park",2020,0,486.199
2551,"River Park",2020,0,484.9041
2552,"River Park",2020,0,504.5434
2553,"River Park",2020,0,516.0535
2554,"River Park",2020,0,521.9535
2555,"River Park",2020,0,505.338
2556,"River Park",2020,0,494.5868
2557,"River Park",2020,0,503.658
2558,"River Park",2020,0,499.8385
2559,"River Park",2020,0,499.0937
2560,"River Park",2020,0,505.9556
2561,"River Park",2020,0,489.0456
2562,"River Park",2020,0,522.1887
2563,"River Park",2020,0,500.0742
2564,"River Park",2020,0,484.1584
2565,"River Park",2020,0,479.8244
2566,"River Park",2020,0,503.5767
2567,"River Park",2020,0,483.0073
2568,"River Park",2020,0,510.0985
2569,"River Park",2020,0,490.8282
2570,"River Park",2020,0,493.8006
2571,"River Park",2020,0,494.725
2572,"River Park",2020,0,505.8931
2573,"River Park",2020,0,506.02
2574,"River Park",2020,0,502.2183
2575,"River Park",2020,0,485.4722
2576,"River Park",2020,0,512.9995
2577,"River Park",2020,0,499.7668
2578,"River Park",2020,0,492.239
2579,"River Park",2020,0,513.2161
2580,"River Park",2020,0,491.7405
2581,"River Park",2020,0,498.6716
2582,"River Park",2020,0,514.1039
2583,"River Park",2020,0,494.6298
2584,"River Park",2020,0,498.5537
2585,"River Park",2020,0,511.074
2586,"River Park",2020,0,498.1985
2587,"River Park",2020,0,507.8538
2588,"River Park",2020,0,489.67
2589,"River Park",2020,0,501.041
2590,"River Park",2020,0,488.5209
2591,"River Park",2020,0,499.3502
2592,"River Park",2020,0,508.4442
2593,"River Park",2020,0,486.5329
2594,"River Park",2020,0,495.8676
2595,"River Park",2020,0,495.9481
2596,"River Park",2020,0,525.2144
2597,"River Park",2020,0,492.16
2598,"River Park",2020,0,498.1252
2599,"River Park",2020,0,493.684
2600,"River Park",2020,0,501.5103
2601,"River Park",2020,0,510.6737
2602,"River Park",2020,0,494.6171
2603,"River Park",2020,0,509.8995
2604,"River Park",2020,0,513.0549
2605,"River Park",2020,0,503.7409
2606,"River Park",2020,0,497.1894
2607,"River Park",2020,0,517.657
2608,"River Park",2020,0,504.5852
2609,"River Park",2020,0,492.9153
2610,"River Park",2020,0,502.3179
2611,"River Park",2020,0,504.4163
2612,"River Park",2020,0,493.1589
2613,"River Park",2020,0,524.543
2614,"River Park",2020,0,526.8541
2615,"River Park",2020,0,498.2328
2616,"River Park",2020,0,485.2098
2617,"River Park",2020,0,505.4097
2618,"River Park",2020,0,502.0814
2619,"River Park",2020,0,497.1702
2620,"River Park",2020,0,492.6969
2621,"River Park",2020,0,485.9099
2622,"River Park",2020,0,492.5106
2623,"River Park",2020,0,511.8108
2624,"River Park",2020,0,501.2407
2625,"River Park",2020,0,507.7689
2626,"River Park",2020,0,497.4932
2627,"River Park",2020,0,516.015
2628,"River Park",2020,0,503.0597
2629,"River Park",2020,0,498.7068
2630,"River Park",2020,0,485.0983
2631,"River Park",2020,0,518.1993
2632,"River Park",2020,0,484.5762
2633,"River Park",2020,0,507.5271
2634,"River Park",2020,0,516.0629
2635,"River Park",2020,0,506.7665
2636,"River Park",2020,0,506.6917
2637,"River Park",2020,0,498.7322
2638,"River Park",2020,0,500.2993
2639,"River Park",2020,0,494.3664
2640,"River Park",2020,0,494.4918
2641,"River Park",2020,0,506.269
2642,"River Park",2020,0,488.8309
2643,"River Park",2020,0,491.0665
2644,"River Park",2020,0,502.9464
2645,"River Park",2020,0,513.1682
2646,"River Park",2020,0,489.8471
2647,"River Park",2020,0,507.4153
2648,"River Park",2020,0,515.7224
2649,"River Park",2020,0,485.3668
2650,"River Park",2020,0,508.0341
2651,"River Park",2020,0,478.1004
2652,"River Park",2020,0,500.4643
2653,"River Park",2020,0,503.5449
2654,"River Park",2020,0,491.3998
2655,"River Park",2020,0,491.5367
2656,"River Park",2020,0,501.013
2657,"River Park",2020,0,509.072
2658,"River Park",2020,0,498.4071
2659,"River Park",2020,0,482.209
2660,"River Park",2020,0,496.5752
2661,"River Park",2020,0,508.2594
2662,"River Park",2020,0,508.2684
2663,"River Park",2020,0,515.3655
2664,"River Park",2020,0,510.5693
2665,"River Park",2020,0,507.1795
2666,"River Park",2020,0,498.8825
2667,"River Park",2020,0,499.2967
2668,"River Park",2020,0,494.3972
2669,"River Park",2020,0,497.2885
2670,"River Park",2020,0,507.5627
2671,"River Park",2020,0,493.5149
2672,"River Park",2020,0,505.4352
2673,"River Park",2020,0,488.6698
2674,"River Park",2020,0,511.4571
2675,"River Park",2020,0,519.9708
2676,"River Park",2020,0,498.6576
2677,"River Park",2020,0,492.7181
2678,"River Park",2020,0,503.6723
2679,"River Park",2020,0,495.7372
2680,"River Park",2020,0,492.5675
2681,"River Park",2020,0,504.0801
2682,"River Park",2020,0,488.5348
2683,"River Park",2020,0,501.3891
2684,"River Park",2020,0,506.6722
2685,"River Park",2020,0,497.1461
2686,"River Park",2020,0,493.7874
2687,"River Park",2020,0,496.4309
2688,"River Park",2020,0,500.7819
2689,"River Park",2020,0,503.4182
2690,"River Park",2020,0,507.1444
2691,"River Park",2020,0,506.3948
2692,"River Park",2020,0,485.6912
2693,"River Park",2020,0,495.8614
2694,"River Park",2020,0,495.3601
2695,"River Park",2020,0,477.0968
2696,"River Park",2020,0,493.615
2697,"River Park",2020,0,495.5526
2698,"River Park",2020,0,493.6415
2699,"River Park",2020,0,486.1229
2700,"River Park",2020,0,507.6852
2701,"River Park",2020,0,498.0298
2702,"River Park",2020,0,513.8823
2703,"River Park",2020,0,499.6125
2704,"River Park",2020,0,491.7471
2705,"River Park",2020,0,513.5157
2706,"River Park",2020,0,494.8322
2707,"River Park",2020,0,502.4832
2708,"River Park",2020,0,507.2401
2709,"River Park",2020,0,502.7307
2710,"River Park",2020,0,502.5685
2711,"River Park",2020,0,514.3055
2712,"River Park",2020,0,499.8075
2713,"River Park",2020,0,513.0468
2714,"River Park",2020,0,502.5456
2715,"River Park",2020,0,494.7277
2716,"River Park",2020,0,488.1283
2717,"River Park",2020,0,493.5171
2718,"River Park",2020,0,502.5096
2719,"River Park",2020,0,502.1916
2720,"River Park",2020,0,502.2348
2721,"River Park",2020,0,498.4093
2722,"River Park",2020,0,496.5327
2723,"River Park",2020,0,504.5728
2724,"River Park",2020,0,496.4956
2725,"River Park",2020,0,495.8738
2726,"River Park",2020,0,519.7196
2727,"River Park",2020,0,491.0184
2728,"River Park",2020,0,487.6916
2729,"River Park",2020,0,498.3023
2730,"River Park",2020,0,510.3609
2731,"River Park",2020,0,494.7427
2732,"River Park",2020,0,501.9497
2733,"River Park",2020,0,506.1192
2734,"River Park",2020,0,489.7218
2735,"River Park",2020,0,493.8833
2736,"River Park",2020,0,500.1703
2737,"River Park",2020,0,496.7744
2738,"River Park",2020,0,506.8722
2739,"River Park",2020,0,492.9712
2740,"River Park",2020,0,492.6447
2741,"River Park",2020,0,494.0671
2742,"River Park",2020,0,499.9159
2743,"River Park",2020,0,484.9614
2744,"River Park",2020,0,508.9503
2745,"River Park",2020,0,510.0476
2746,"River Park",2020,0,511.3691
2747,"River Park",2020,0,501.5974
2748,"River Park",2020,0,499.0645
2749,"River Park",2020,0,494.3359
2750,"River Park",2020,0,486.2266
2751,"River Park",2020,0,504.1769
2752,"River Park",2020,0,511.1468
2753,"River Park",2020,0,501.5867
2754,"River Park",2020,0,497.8453
2755,"River Park",2020,0,494.5898
2756,"River Park",2020,0,510.4348
2757,"River Park",2020,0,514.8142
2758,"River Park",2020,0,492.8824
2759,"River Park",2020,0,485.3842
2760,"River Park",2020,0,499.8998
2761,"River Park",2020,0,522.6724
2762,"River Park",2020,0,489.4748
2763,"River Park",2020,0,503.5365
2764,"River Park",2020,0,485.3183
2765,"River Park",2020,0,498.1222
2766,"River Park",2020,0,503.0505
2767,"River Park",2020,0,498.7813
2768,"River Park",2020,0,499.1245
2769,"River Park",2020,0,503.999
2770,"River Park",2020,0,489.9777
2771,"River Park",2020,0,510.6227
2772,"River Park",2020,0,497.8733
2773,"River Park",2020,0,507.3894
2774,"River Park",2020,0,488.1762
2775,"River Park",2020,0,489.4866
2776,"River Park",2020,0,507.0988
2777,"River Park",2020,0,514.8524
2778,"River Park",2020,0,499.2396
2779,"River Park",2020,0,506.2835
2780,"River Park",2020,0,498.1757
2781,"River Park",2020,0,477.1386
2782,"River Park",2020,0,503.2586
2783,"River Park",2020,0,509.5243
2784,"River Park",2020,0,509.6176
2785,"River Park",2020,0,521.884
2786,"River Park",2020,0,488.4016
2787,"River Park",2020,0,507.1956
2788,"River Park",2020,0,511.2484
2789,"River Park",2020,0,505.0075
2790,"River Park",2020,0,511.2665
2791,"River Park",2020,0,482.2287
2792,"River Park",2020,0,539.3408
2793,"River Park",2020,0,495.6035
2794,"River Park",2020,0,477.7773
2795,"River Park",2020,0,490.5737
2796,"River Park",2020,0,509.2398
2797,"River Park",2020,0,508.4535
2798,"River Park",2020,0,511.6167
2799,"River Park",2020,0,518.1568
2800,"River Park",2020,0,522.5013
2801,"River Park",2020,0,493.9267
2802,"River Park",2020,0,510.7146
2803,"River Park",2020,0,522.2369
2804,"River Park",2020,0,502.1881
2805,"River Park",2020,0,519.399
2806,"River Park",2020,0,493.0386
2807,"River Park",2020,0,502.7684
2808,"River Park",2020,0,504.7397
2809,"River Park",2020,0,496.204
2810,"River Park",2020,0,480.3497
2811,"River Park",2020,0,511.9193
2812,"River Park",2020,0,489.6171
2813,"River Park",2020,0,514.1674
2814,"River Park",2020,0,495.3194
2815,"River Park",2020,0,486.0338
2816,"River Park",2020,0,502.3598
2817,"River Park",2020,0,503.8794
2818,"River Park",2020,0,506.4462
2819,"River Park",2020,0,497.6419
2820,"River Park",2020,0,497.2087
2821,"River Park",2020,0,488.7529
2822,"River Park",2020,0,469.2034
2823,"River Park",2020,0,504.0909
2824,"River Park",2020,0,496.5746
2825,"River Park",2020,0,499.8478
2826,"River Park",2020,0,506.0932
2827,"River Park",2020,0,493.6515
2828,"River Park",2020,0,499.798
2829,"River Park",2020,0,499.1949
2830,"River Park",2020,0,478.8304
2831,"River Park",2020,0,512.7505
2832,"River Park",2020,0,513.9308
2833,"River Park",2020,0,498.6459
2834,"River Park",2020,0,496.7
2835,"River Park",2020,0,478.9926
2836,"River Park",2020,0,508.2791
2837,"River Park",2020,0,494.3742
2838,"River Park",2020,0,497.6017
2839,"River Park",2020,0,498.1924
2840,"River Park",2020,0,502.352
2841,"River Park",2020,0,500.3882
2842,"River Park",2020,0,524.2629
2843,"River Park",2020,0,492.1449
2844,"River Park",2020,0,496.8688
2845,"River Park",2020,0,488.2507
2846,"River Park",2020,0,494.7021
2847,"River Park",2020,0,490.0764
2848,"River Park",2020,0,511.8019
2849,"River Park",2020,0,496.9531
2850,"River Park",2020,0,500.8151
2851,"River Park",2020,0,492.6774
2852,"River Park",2020,0,507.2531
2853,"River Park",2020,0,504.1915
2854,"River Park",2020,0,500.8802
2855,"River Park",2020,0,504.2415
2856,"River Park",2020,0,483.7567
2857,"River Park",2020,0,497.9385
2858,"River Park",2020,0,494.5642
2859,"River Park",2020,0,508.8115
2860,"River Park",2020,0,491.6091
2861,"River Park",2020,0,493.5583
2862,"River Park",2020,0,492.6104
2863,"River Park",2020,0,494.3249
2864,"River Park",2020,0,497.3416
2865,"River Park",2020,0,515.3276
2866,"River Park",2020,0,492.6064
2867,"River Park",2020,0,505.3359
2868,"River Park",2020,0,487.4498
2869,"River Park",2020,0,499.6285
2870,"River Park",2020,0,504.5592
2871,"River Park",2020,0,521.2236
2872,"River Park",2020,0,502.5703
2873,"River Park",2020,0,484.7749
2874,"River Park",2020,0,504.4747
2875,"River Park",2020,0,503.47
2876,"River Park",2020,0,510.7155
2877,"River Park",2020,0,491.9691
2878,"River Park",2020,0,509.0349
2879,"River Park",2020,0,503.6126
2880,"River Park",2020,0,491.5622
2881,"River Park",2020,0,485.386
2882,"River Park",2020,0,476.1077
2883,"River Park",2020,0,520.2272
2884,"River Park",2020,0,483.6426
2885,"River Park",2020,0,494.9643
2886,"River Park",2020,0,492.3119
2887,"River Park",2020,0,510.7398
2888,"River Park",2020,0,491.7365
2889,"River Park",2020,0,494.8911
2890,"River Park",2020,0,493.4711
2891,"River Park",2020,0,502.4229
2892,"River Park",2020,0,491.8166
2893,"River Park",2020,0,489.511
2894,"River Park",2020,0,493.7696
2895,"River Park",2020,0,496.1544
2896,"River Park",2020,0,528.3101
2897,"River Park",2020,0,512.7575
2898,"River Park",2020,0,505.6967
2899,"River Park",2020,0,483.307
2900,"River Park",2020,0,499.9858
2901,"River Park",2020,0,515.3396
2902,"River Park",2020,0,504.9061
2903,"River Park",2020,0,493.3804
2904,"River Park",2020,0,499.4875
2905,"River Park",2020,0,493.7545
2906,"River Park",2020,0,501.0092
2907,"River Park",2020,0,494.4828
2908,"River Park",2020,0,488.9081
2909,"River Park",2020,0,517.3586
