"pid","assessed_value"
2429,342531.331343556
2430,278177.665839224
2431,280491.383775271
2432,168145.064436222
2433,388474.428614026
2434,455411.788392192
2435,205823.113151985
2436,234086.345109284
2437,227199.742472542
2438,156679.01149129
2439,144085.322336749
2440,33890.0460816841
2441,98979.9582937972
2442,186792.029581225
2443,266414.477568272
2444,127367.698775609
2445,194228.539030176
2446,193204.683432114
2447,319128.080580925
2448,420193.496627832
2449,486101.47613174
2450,211278.220902301
2451,95799.0731224731
2452,620373.682515507
2453,205510.682754758
2454,145334.942409552
2455,204423.883095786
2456,438401.137294779
2457,170391.991504023
2458,172530.534747381
2459,182878.618986071
2460,176277.945973641
2461,406947.217013047
2462,173850.356428447
2463,156416.279305413
2464,291050.83256485
2465,165207.829084411
2466,99941.6969788809
2467,232192.925077798
2468,365116.287881976
2469,190726.718906366
2470,273979.359573957
2471,777019.093441784
2472,128969.610286078
2473,174769.714493808
2474,260412.145068542
2475,471726.272211197
2476,528620.130167807
2477,74500.3809683865
2478,284371.295198062
2479,86675.5993812132
2480,84674.8038081911
2481,626665.413090611
2482,153308.046618827
2483,121797.21230532
2484,285184.577089613
2485,164479.494976895
2486,303114.999407325
2487,32496.953246953
2488,55396.1323845655
2489,473594.249815722
2490,151777.121983954
2491,730567.965629901
2492,38059.6468403551
2493,699633.44953905
2494,320572.715357478
2495,466176.049895458
2496,504214.967066071
2497,355320.475123202
2498,285829.902807982
2499,670016.131280811
2500,93800.5920142958
2501,60250.10264492
2502,200403.527668375
2503,434014.427875149
2504,185488.772762304
2505,168301.633171866
2506,317761.032911708
2507,388175.104167083
2508,417627.09807732
2509,192847.567061863
2510,145342.575685717
2511,269310.671449438
2512,155129.135642333
2513,649760.707671674
2514,237856.094072785
2515,327377.39346748
2516,208973.245114934
2517,85199.6428705127
2518,243922.599673462
2519,157742.304402133
2520,158442.904876242
2521,330472.310300669
2522,266195.225053008
2523,276291.168672842
2524,392503.455388639
2525,129548.068888708
2526,213749.941441773
2527,68308.1673565136
2528,854361.479686696
2529,472990.57563267
2530,193384.278856976
2531,69056.3719164726
2532,282359.060197675
2533,176380.985628644
2534,175220.681660581
2535,307496.330978275
2536,47469.6158552796
2537,545802.341311737
2538,334837.448521577
2539,145624.078060571
2540,429507.948435907
2541,443179.691694157
2542,114110.272424636
2543,254286.714730042
2544,443860.647049142
2545,203493.545482479
2546,546331.68696803
2547,159200.111377237
2548,97478.701570175
2549,251083.607948777
2550,439676.455938774
2551,845744.716484407
2552,227014.909833331
2553,280440.398275672
2554,542654.478696028
2555,260393.185023925
2556,266053.539970029
2557,302236.874869162
2558,250639.306888903
2559,213934.914348379
2560,176776.763614321
2561,92147.8684397499
2562,80920.3209964648
2563,379612.917337495
2564,920509.776752198
2565,132302.063597539
2566,264479.224915423
2567,363961.711560526
2568,261251.975255115
2569,436116.59658609
2570,104516.763409425
2571,83056.8386704603
2572,182266.600112635
2573,185453.204565032
2574,227508.903404266
2575,288183.9710304
2576,163876.663536948
2577,248916.558071761
2578,92747.7401762292
2579,622907.844767961
2580,274735.271008796
2581,245350.50036984
2582,386655.488199599
2583,329915.138894256
2584,64564.9089098362
2585,83268.607612715
2586,297952.293561887
2587,194510.943809616
2588,149327.864000658
2589,156207.93221876
2590,111602.12396928
2591,180716.161143044
2592,261736.135210065
2593,69753.1977735919
2594,67548.8784335045
2595,253803.277679016
2596,457583.301064768
2597,262927.742692326
2598,184357.857244341
2599,270105.604435938
2600,397172.544059432
2601,269180.717965164
2602,455800.604128039
2603,293220.917145576
2604,236179.9352331
2605,171292.071618201
2606,198272.533030604
2607,275995.285980794
2608,183038.687758837
2609,926965.37751459
2610,215594.813751746
2611,732594.54869362
2612,276758.735734405
2613,455638.420663536
2614,968270.485126192
2615,175807.028626231
2616,76069.6705306839
2617,159863.272583648
2618,235052.354671061
2619,240151.64614505
2620,173307.569122159
2621,82466.0017314915
2622,345061.622134359
2623,101545.712882094
2624,58941.8125859737
2625,239115.930101737
2626,193516.294257872
2627,206375.061080156
2628,41134.9722624362
2629,278947.89307333
2630,307726.326094986
2631,283525.025734449
2632,195251.546695096
2633,106339.963822607
2634,170599.273545843
2635,585424.099125425
2636,383662.885797396
2637,343622.512127062
2638,1036947.08085423
2639,350511.253751854
2640,225994.120951355
2641,193860.731855216
2642,192329.492967407
2643,253713.028913694
2644,410075.691375413
2645,434941.773429493
2646,68934.0418022852
2647,83601.8377333936
2648,56387.4339755665
2649,567444.264710908
2650,72156.8166944583
2651,177761.677527713
2652,68097.7216012144
2653,148020.03090775
2654,674843.256828929
2655,280432.798809774
2656,200859.11096199
2657,255031.722971031
2658,1831267.61374965
2659,192276.81026912
2660,183705.518402688
2661,67499.9093577323
2662,172688.715657522
2663,234603.063142165
2664,1148228.88522406
2665,174625.808983758
2666,267540.445220628
2667,382721.152251485
2668,201927.056724109
2669,102714.001067284
2670,398100.806047669
2671,235343.116159415
2672,206457.215575272
2673,15710.6658139001
2674,58312.1746871544
2675,277690.828836119
2676,412325.408677537
2677,388097.34843038
2678,177848.406140046
2679,91279.2600488546
2680,129245.628733361
2681,112654.049918796
2682,178248.301628914
2683,173663.481777811
2684,306938.3677939
2685,164941.630549005
2686,334322.552483393
2687,140246.63691237
2688,441350.093270805
2689,521900.698569143
2690,430793.316338369
2691,327858.095373617
2692,103509.576946786
2693,219506.150132102
2694,171774.596880849
2695,236685.467260832
2696,275187.249062153
2697,32140.0781921901
2698,266714.336527188
2699,398852.745763174
2700,148107.607854222
2701,363285.025760406
2702,121074.81221213
2703,1048610.79907859
2704,335037.063332982
2705,425388.354622052
2706,268708.750633049
2707,1146216.97713329
2708,386556.566035909
2709,1030818.73765358
2710,143097.544803138
2711,105529.477770897
2712,242119.004542377
2713,189696.774554025
2714,168151.788930806
2715,704062.771093811
2716,230608.616628294
2717,275326.302333835
2718,248126.505293928
2719,300778.463682933
2720,190865.087814017
2721,143667.972125175
2722,206681.088142043
2723,39553.2367721423
2724,329417.358576725
2725,110330.585473819
2726,508364.716741865
2727,351891.610743244
2728,282072.885401604
2729,382978.515239004
2730,251153.390611523
2731,802110.053968972
2732,693945.434549599
2733,228169.044678634
2734,241488.525070147
2735,438550.906754596
2736,130306.1943106
2737,319912.177369065
2738,232631.733796993
2739,419136.845720051
2740,292615.358797347
2741,250278.351395349
2742,273237.458111639
2743,545718.282890127
2744,807456.216067172
2745,268339.956070412
2746,267415.442744806
2747,105161.935486921
2748,194858.459505802
2749,155646.130313122
2750,197292.988978246
2751,356026.507900308
2752,108524.424117155
2753,287466.541972112
2754,344095.793891208
2755,161714.899032933
2756,235094.88042645
2757,266746.871767067
2758,191187.112878548
2759,240120.801178291
2760,888843.553463037
2761,884316.123256802
2762,229008.118782253
2763,171027.324279044
2764,639693.013227199
2765,204093.052263286
2766,128148.49106713
2767,818230.853491806
2768,463791.635730913
2769,103424.764292138
2770,232598.884365275
2771,310572.706337124
2772,204344.091840086
2773,169381.480332955
2774,102391.229927767
2775,104819.831200124
2776,116329.318135557
2777,653601.733014753
2778,91253.7276222225
2779,78248.9728992791
2780,2070352.69611981
2781,54991.22244058
2782,442130.811776487
2783,60905.4791734295
2784,48158.8099483586
2785,293672.869130183
2786,374006.587123985
2787,159561.444175827
2788,678306.409930785
2789,81688.3768187334
2790,142364.104335392
2791,146874.513961274
2792,99082.6808142052
2793,203321.111755876
2794,84992.0454908918
2795,385618.231901184
2796,363483.163575074
2797,533200.096443678
2798,69542.4250718093
2799,162259.80626913
2800,251800.043963358
2801,79423.2025081835
2802,1739995.81412875
2803,488775.355884633
2804,432374.630000195
2805,214683.596544106
2806,232631.227921976
2807,319016.505067949
2808,1304398.93623125
2809,134728.813340064
2810,316496.714145954
2811,136584.837173473
2812,170832.400017536
2813,316724.653873073
2814,173388.669917219
2815,434057.224455057
2816,79747.758438988
2817,72155.7335628724
2818,146464.884524565
2819,291218.188659472
2820,581392.01431666
2821,326778.475675164
2822,123677.136059971
2823,269296.349066364
2824,47127.1019613189
2825,254552.541341379
2826,388942.437524768
2827,189552.784725547
2828,234830.780449621
2829,342429.787146084
2830,102699.195767522
2831,81136.6597247741
2832,128449.696603692
2833,395252.323812068
2834,123584.804067105
2835,138994.779603629
2836,534337.094789181
2837,227095.494044844
2838,191612.623739489
2839,338136.047329216
2840,69371.3952952124
2841,209652.507049895
2842,461036.471350926
2843,1320843.46689614
2844,744969.523397041
2845,397737.463316398
2846,575870.30635062
2847,145095.087112571
2848,41172.2882804998
2849,145378.463112936
2850,191005.014643802
2851,260870.089277393
2852,808663.313793537
2853,179925.227544348
2854,453229.38011336
2855,608705.56189928
2856,374165.437526085
2857,31331.0539825563
2858,106779.883151756
2859,143412.427877433
2860,315931.115336963
2861,140400.001889507
2862,197979.462784628
2863,415403.845996204
2864,384725.801514554
2865,154561.415807159
2866,431798.458072983
2867,864652.016068454
2868,135197.117835613
2869,179892.462621296
2870,354852.11163327
2871,197442.436366919
2872,119784.40560902
2873,481354.898495548
2874,313313.920228392
2875,1094004.89408198
2876,252821.184116592
2877,429749.974942173
2878,168953.748024024
2879,159526.657767534
2880,618837.044616356
2881,63478.8585484141
2882,109480.018377509
2883,105433.403998729
2884,248024.962229836
2885,293426.062848007
2886,37264.1691355537
2887,55974.5690691308
2888,528626.286471404
2889,300341.950693849
2890,97925.5948571707
2891,79717.6498625311
2892,150314.141227348
2893,363391.049530731
2894,376516.885096796
2895,94070.1314276885
2896,381062.358405763
2897,412654.068773643
2898,91500.4665929959
2899,176029.860668348
2900,181733.345465137
2901,76626.6615888236
2902,191712.100228243
2903,256464.908635017
2904,322525.229092113
2905,207810.65840682
2906,363626.232002498
2907,86792.1610335665
2908,471851.020096867
2909,248733.967764598
2910,274264.924556346
2911,61392.603046967
2912,147231.981289831
2913,1118646.53449702
2914,283154.398498259
2915,42503.643457087
2916,371724.600361368
2917,298252.895407061
2918,182085.146276959
2919,588557.066596951
2920,239440.41651508
2921,241461.673728874
2922,43407.9433842233
2923,294835.93663425
2924,170595.437066229
2925,88426.5687097464
2926,251727.520829372
2927,212434.157626877
2928,201394.778458025
2929,368851.862116646
2930,386080.827734456
2931,71887.5363477853
2932,75221.3671282272
2933,240711.368008656
2934,221457.426315299
2935,166670.894415342
2936,1115170.37376293
2937,133223.34953918
2938,289192.226491817
2939,434610.34449582
2940,98940.8000167594
2941,126894.58848398
2942,176374.016878227
2943,125458.309435419
2944,285587.658893583
2945,94033.1720443876
2946,175014.699998667
2947,286027.716374145
2948,390362.190310819
2949,311682.886849471
2950,179621.664559373
2951,315827.04797596
2952,78461.078965932
2953,843271.260773876
2954,342773.308628562
2955,321508.022610602
2956,938864.376823951
2957,110143.887252157
2958,132086.839221517
2959,40170.618344209
2960,109421.532758121
2961,1194509.17382612
2962,501816.74574308
2963,795261.070005131
2964,10190.7307982348
2965,300361.439910559
2966,145500.939836002
2967,145165.309054797
2968,97359.1924965922
2969,309752.880362144
2970,217216.010968795
2971,214983.567396687
2972,168465.708083943
2973,78413.4788725152
2974,132625.674932863
2975,491558.132434551
2976,641612.368294251
2977,288340.89372452
2978,580920.237726085
2979,127253.599115023
2980,273778.401249867
2981,666326.022876517
2982,106449.286397349
2983,27547.7913509787
2984,291487.668398164
2985,85062.7611225557
2986,100067.845225445
2987,646407.387463141
2988,213559.70442926
2989,103854.195857498
2990,310622.837362371
2991,228423.594389075
2992,204394.447111062
2993,191690.782124016
2994,145284.824370106
2995,188333.632633196
2996,114711.199932538
2997,614319.359321206
2998,88654.707581543
2999,341189.34940985
3000,41828.273900317
3001,80907.1198035245
3002,222188.88485468
3003,593494.745702589
3004,96002.2717139122
3005,173648.061018594
3006,796638.810609278
3007,287440.960093291
3008,220435.662512615
3009,304250.305059529
3010,162770.929462003
3011,79330.7952472302
3012,855177.023812099
3013,261187.15645113
3014,212370.076559653
3015,363052.611669808
3016,236874.633414359
3017,122902.500215508
3018,37612.6970242141
3019,43319.2456673091
3020,122150.99068315
3021,161816.739374906
3022,479012.314203492
3023,168438.31793233
3024,207606.33335564
3025,223080.536070244
3026,55817.9636183183
3027,141653.75850074
3028,205629.52445044
3029,236759.063781333
3030,665279.262436769
3031,321683.641160265
3032,305549.065473176
3033,317176.49450942
3034,296192.524063461
3035,137996.042871398
3036,160034.630862445
3037,242768.722231762
3038,1618638.14643889
3039,255177.309057774
3040,208777.378814852
3041,132118.775880735
3042,212051.546100101
3043,259825.767586538
3044,777267.601407519
3045,526018.575859822
3046,155380.867674095
3047,141610.222490223
3048,282711.329705956
3049,748995.251896393
3050,72886.1648679401
3051,236913.47573927
3052,330142.532646636
3053,40515.7951905594
3054,228453.601821007
3055,398090.15364622
3056,274128.920229699
3057,186904.039513439
3058,1236708.34195274
3059,495380.267294548
3060,1002163.23689657
3061,90372.4619491041
3062,27639.0420478931
3063,183423.997337866
3064,65994.2669934277
3065,57795.6091157813
3066,1176874.0902698
3067,236326.079722896
3068,279891.626689335
3069,70390.2386099068
3070,1428530.27353285
3071,391368.912306657
3072,856220.449190604
3073,471950.826851385
3074,318208.79639796
3075,104113.552430604
3076,220076.896743637
3077,65124.2364621757
3078,84885.686893914
3079,585635.21916732
3080,127799.975674381
3081,283734.026126732
3082,194744.266486196
3083,401580.892643004
3084,119829.51727389
3085,519242.25341002
3086,105314.524552658
3087,149480.657084853
3088,25319.9662598881
3089,37518.7366401239
3090,112719.242070384
3091,74132.477089471
3092,379317.433831532
3093,263469.513196948
3094,200493.469469667
3095,390377.006225953
3096,433091.736518206
3097,309417.090293264
3098,134086.209312765
3099,291073.27870947
3100,38310.9275976147
3101,419358.004444387
3102,545994.65860313
3103,224218.066375873
3104,226320.938675661
3105,81772.0717304011
3106,520555.954222334
3107,198236.57117462
3108,72296.2582830136
3109,136228.212597714
3110,382978.515239004
3111,232813.441148764
3112,278162.339282089
3113,718899.69143438
3114,143504.66789794
3115,220783.064914596
3116,151148.782849038
3117,1780786.76337984
3118,172592.602794786
3119,300360.48693862
3120,404728.072467888
3121,298923.438355189
3122,193852.041033649
3123,660086.110940356
3124,207183.216492348
3125,266504.93720222
3126,449827.032351982
3127,268010.852361198
3128,386052.867868309
3129,459635.15252869
3130,73763.0009546365
3131,1208397.92493352
3132,54406.6935783627
3133,176448.579473374
3134,409003.617727935
3135,166405.039369486
3136,69817.8530941788
3137,655896.810237169
3138,67486.2877370788
3139,207303.756318892
3140,352161.175870711
3141,64224.8101152988
3142,593958.185115405
3143,249322.791031811
3144,382504.848503213
3145,268647.761797652
3146,59968.8571549171
3147,245652.723046792
3148,295637.3325649
3149,1396548.96447751
3150,554208.294648518
3151,47280.4553108951
3152,58644.8291115944
3153,467518.156740582
3154,336478.510503121
3155,900245.35549869
3156,299243.762598336
3157,251281.137786955
3158,163688.268793245
3159,273394.630260437
3160,279057.812793837
3161,434553.045515444
3162,414800.592156191
3163,540642.543266975
3164,249199.64029316
3165,168786.242100187
3166,162349.210702407
3167,124298.298704638
3168,1156642.02525225
3169,131043.782764078
3170,81760.2371801078
3171,160710.46009707
3172,168963.913031788
3173,250091.195225785
3174,361068.786434379
3175,95846.6742063544
3176,215316.715356091
3177,424362.866424591
3178,200010.267229871
3179,68758.1148669557
3180,1154420.87340282
3181,168684.328700435
3182,565011.838799109
3183,144402.975974126
3184,270918.499469044
3185,205707.393368965
3186,152185.1473244
3187,176556.036818803
3188,152669.275716411
3189,255948.937418053
3190,199807.15053792
3191,48296.2688241041
3192,515199.99766398
3193,142596.090160785
3194,363477.257770684
3195,127103.189779182
3196,301098.129310995
3197,454249.87974091
3198,631737.308440299
3199,332473.916690523
3200,97809.7966542803
3201,482901.618841731
3202,808015.41048307
3203,107738.259634458
3204,139218.316467782
3205,879381.319845825
3206,848706.667983318
3207,258325.09892895
3208,41280.5918775583
3209,294640.01964302
3210,110579.019833331
3211,205157.297593553
3212,797307.163054493
3213,397858.247654672
3214,189492.926208895
3215,1883955.35564228
3216,221240.238929217
3217,137775.338016238
3218,185751.778062387
3219,74974.1160893791
3220,363728.518250709
3221,124323.353870258
3222,154476.450736364
3223,259184.435561387
3224,199009.061682718
3225,191249.229206682
3226,191408.007584321
3227,117596.147723034
3228,253092.549186322
3229,77103.0217349211
3230,34385.4377433283
3231,196065.328680714
3232,267558.307130571
3233,123273.467483907
3234,65132.2601766563
3235,258523.21418685
3236,252087.09023752
3237,335792.633014758
3238,157865.655032181
3239,648862.21803952
3240,37690.9786863156
3241,547982.740586094
3242,79933.4789469593
3243,377072.758005468
3244,52376.8017372407
3245,72778.0880731473
3246,69299.5757474335
3247,184712.005551421
3248,111377.243950382
3249,365674.509665172
3250,62810.2956326523
3251,410648.926482807
3252,181597.642278096
3253,164834.048487358
3254,202760.890680951
3255,233385.234527663
3256,802900.089600349
3257,379026.237672418
3258,318379.501661385
3259,382194.992676245
3260,82003.1761220466
3261,221786.653510876
3262,77738.7838640482
3263,592689.169898026
3264,127192.648298113
3265,411126.280994878
3266,159105.690550063
3267,74038.3568514912
3268,291585.70452362
3269,152337.079268722
3270,85931.7329437065
3271,275079.082370017
3272,165902.490490626
3273,240802.064887227
3274,270016.276930119
3275,31730.244967962
3276,256560.248990693
3277,426911.184857376
3278,121418.31237225
3279,187921.744042855
3280,326803.303735051
3281,282111.101071471
3282,388942.809108103
3283,307626.327890249
3284,288659.985381499
3285,176572.052030941
3286,467793.512050735
3287,820610.406433613
3288,158104.86646468
3289,329863.605098812
3290,409468.930593723
3291,230487.768718863
3292,196983.605587522
3293,51848.5153379859
3294,292467.222368539
3295,688612.387933224
3296,72314.6863240632
3297,1879774.31397675
3298,245028.146199529
3299,242075.740453785
3300,216221.393858588
3301,364970.120614646
3302,195705.489906638
3303,422475.884031074
3304,400683.995964665
3305,73320.5232766076
3306,1757657.97337184
3307,162477.907398576
3308,465009.011051332
3309,467079.992989972
3310,182852.460963652
3311,152828.610708083
3312,163206.87274038
3313,180546.367869099
3314,100060.613751439
3315,33720.9763761274
3316,302901.31027466
3317,334595.302338309
3318,247872.492108328
3319,253049.752273771
3320,119132.545320916
3321,136252.034673848
3322,95551.5024449003
3323,866457.869653739
3324,763988.7115042
3325,436165.588649466
3326,131721.724899201
3327,44736.5025820803
3328,54365.9199141951
3329,790680.563553532
3330,300132.685105723
3331,28761.142159888
3332,153123.370799205
3333,166877.889246704
3334,411846.201906424
3335,168730.439244689
3336,56752.1839727265
3337,280519.167522408
3338,59881.2957976984
3339,500819.017975851
3340,174698.426796405
3341,140786.229909051
3342,489118.540409859
3343,260524.053488707
3344,77498.7690395614
3345,519801.364040895
3346,149113.197262357
3347,111350.875182836
3348,204677.937675116
3349,173788.356233989
3350,39172.1945498242
3351,1312163.08437785
3352,450661.398352019
3353,520599.166172835
3354,649745.139910475
3355,80336.7724357999
3356,226557.611080645
3357,177056.081114222
3358,210327.085672646
3359,844903.379283507
3360,115384.129263887
3361,194818.239075504
3362,209495.761339098
3363,323580.359950227
3364,305127.73756538
3365,786950.53546886
3366,261685.019369482
3367,843836.657563332
3368,202097.337441433
3369,244606.847617804
3370,263358.613468222
3371,391347.940752239
3372,149913.972625802
3373,310315.089132593
3374,253297.070900164
3375,74931.9623697035
3376,383510.631876884
3377,129902.853257156
3378,296144.08227657
3379,79627.1718070521
3380,488369.119392439
3381,75109.5020099922
3382,81516.0979446234
3383,103012.933118331
3384,284428.472633184
3385,193337.839999699
3386,202541.244563775
3387,404450.226169922
3388,493826.109903456
3389,88386.6018896741
3390,37249.715687856
3391,288349.079501047
3392,293881.316971394
3393,503584.823130533
3394,138063.787134279
3395,636515.84853868
3396,88469.1144636154
3397,155444.495775087
3398,282042.468641367
3399,332223.6178411
3400,786897.22593746
3401,158972.596780413
3402,35221.4713907012
3403,198647.620227402
3404,238531.782195645
3405,89765.3227412909
3406,587546.285375089
3407,363071.53922352
3408,1019393.88958784
3409,379487.170922497
3410,298418.372304154
3411,137156.017594591
3412,245826.352426356
3413,299614.967679524
3414,311904.925587436
3415,538164.383172852
3416,185915.808355282
3417,307112.850615351
3418,425226.420040591
3419,766267.52334813
3420,105587.798785197
3421,34075.0839513465
3422,389767.827022987
3423,192005.420421218
3424,587401.424065817
3425,618073.869472701
3426,164151.936442927
3427,662440.41381351
3428,324274.406995372
3429,661367.995581469
3430,709937.879204682
3431,308313.102698729
3432,220386.325461425
3433,105553.559540136
3434,279832.663020549
3435,521181.639205156
3436,43810.5195353729
3437,82230.1298640848
3438,326715.428431268
3439,198409.098388049
3440,46109.2639645908
3441,145405.457032143
3442,317795.576447139
3443,210128.573414956
3444,86870.3525494559
3445,323476.692755731
3446,406842.492477128
3447,362805.793014341
3448,233400.133856821
3449,387733.359582901
3450,188080.803325885
3451,263364.945976224
3452,236297.572436033
3453,336340.059417673
3454,808473.142231424
3455,419564.960671115
3456,240617.703315963
3457,264620.767038844
3458,656929.486218747
3459,765973.161852611
3460,122697.058791889
3461,356364.519903143
3462,62985.3923770845
3463,197160.305380472
3464,213045.507995685
3465,1069412.39087556
3466,188270.548131877
3467,197480.578248857
3468,336407.071724912
3469,266318.019283809
3470,601924.705925448
3471,314660.215662871
3472,211203.956454259
3473,301851.519117098
3474,37762.5628472204
3475,111974.141064392
3476,267361.770744368
3477,334620.367805499
3478,366920.266495228
3479,567901.518397791
3480,299410.110456893
3481,430313.3684356
3482,384991.144334603
3483,216090.724683689
3484,272351.906772509
3485,255314.356562087
3486,195855.432189118
3487,253127.362124624
3488,340569.291914831
3489,209715.031394971
3490,243478.224328276
3491,816590.419704194
3492,49278.3547148169
3493,414850.163892083
3494,497627.746591669
3495,703946.761748328
3496,1184927.93872155
3497,76141.5497867461
3498,775486.654266198
3499,190375.776039447
3500,42622.0225597726
3501,166138.555127159
3502,211315.460438493
3503,135340.34767083
3504,381388.327221033
3505,73648.640389282
3506,543700.405140817
3507,398540.371509286
3508,288851.557396229
3509,206480.921597732
3510,444349.469197664
3511,608670.465122635
3512,127505.692591824
3513,39729.9591426664
3514,179780.8975605
3515,65957.9814028902
3516,295841.425803281
3517,460065.457500154
3518,96597.2845356095
3519,126176.913709605
3520,166685.437962327
3521,148293.681615015
3522,715911.709186484
3523,234471.517514685
3524,89917.7139428931
3525,559837.19349232
3526,175638.54086728
3527,215390.016062815
3528,256140.939932446
3529,88650.8726412129
3530,323686.401534984
3531,156761.408541314
3532,957658.021618641
3533,385406.123500777
3534,43674.5407398787
3535,351515.238629834
3536,278603.429916924
3537,48028.8938707102
3538,90944.1543765175
3539,129813.078949328
3540,493162.633975807
3541,349926.013282919
3542,429119.204741768
3543,277557.569595125
3544,232176.092579928
3545,159257.107219536
3546,188373.80525551
3547,187159.495019478
3548,269883.480346804
3549,128197.368394415
3550,38061.914646101
3551,337900.856678714
3552,387324.180969469
3553,18419.5832303331
3554,561301.211470254
3555,453287.158642323
3556,297964.655192299
3557,1335465.28795236
3558,267641.363915547
3559,144625.921923491
3560,499193.997321427
3561,214584.143981112
3562,372178.213271134
3563,79104.1065134166
3564,1653200.74841775
3565,165119.135476003
3566,154289.68452524
3567,1018824.30550935
3568,142787.850268798
3569,197507.023332935
3570,813155.63682605
3571,425206.724210464
3572,108560.445008928
3573,300265.576312137
3574,399347.967643758
3575,298382.684352258
3576,1098660.09147192
3577,98225.8258857284
3578,56827.2383010646
3579,113733.802630188
3580,18530.0924040329
3581,69864.7460971932
3582,281456.066073154
3583,188434.899606995
3584,121141.529910874
3585,201575.020079261
3586,81242.0120008288
3587,445439.534630089
3588,289782.654870052
3589,209649.972616949
3590,201657.250371363
3591,562525.330788116
3592,241837.008837804
3593,124778.743756051
3594,115261.558908024
3595,226330.891623175
3596,208015.529961841
3597,354494.300966379
3598,333230.047410718
3599,157612.626160215
3600,151373.151922921
3601,182777.099751809
3602,726859.780120215
3603,159583.412545682
3604,720085.016109214
3605,215077.027891906
3606,50407.9581728112
3607,413893.578226398
3608,17392.0840811716
3609,34888.1778094775
3610,498988.763560837
3611,400442.446288132
3612,210932.436733666
3613,497148.654347308
3614,110693.887372661
3615,99032.6129156163
3616,39464.0559308562
3617,341324.7154292
3618,137616.928438151
3619,162132.359091085
3620,516211.756480369
3621,269444.16711572
3622,377437.105616347
3623,416410.662804089
3624,620648.446364783
3625,311873.624184431
3626,195116.120650941
3627,486635.385787066
3628,753832.782849444
3629,154661.276421555
3630,61225.0614833495
3631,204688.140705872
3632,91855.422769626
3633,73262.5567916426
3634,262173.673276964
3635,649766.052894464
3636,309689.325691173
3637,467855.271551258
3638,257357.826637109
3639,221865.002419413
3640,791057.222195023
3641,275872.974959163
3642,164527.896711945
3643,366741.916612379
3644,198694.734901045
3645,317315.561088841
3646,43250.1472619364
3647,206951.033921427
3648,50927.189676861
3649,365976.972109883
3650,255240.944250924
3651,170240.110844611
3652,148528.774739871
3653,369011.612037655
3654,221093.043004972
3655,1196417.76816858
3656,363128.580218743
3657,119362.538003329
3658,102244.284595578
3659,160342.379380612
3660,348218.553412477
3661,96480.6422206708
3662,472121.444239483
3663,32526.5557416579
3664,63282.5257642705
3665,256759.524887833
3666,210453.391737258
3667,199176.440395167
3668,546426.76592174
3669,68502.3250591795
3670,216004.959935399
3671,497069.092397263
3672,649131.057536061
3673,120569.398311985
3674,238243.799523191
3675,227238.570867831
3676,329816.761975132
3677,134489.211892885
3678,1065595.43660799
3679,73833.6659343358
3680,49191.5334072753
3681,298916.758490382
3682,1080284.95956296
3683,420207.845991406
3684,151917.048175345
3685,71936.6422458928
3686,116845.134559939
3687,43537.6758494785
3688,193188.441023669
3689,181575.839369359
3690,218489.809812432
3691,363388.747797183
3692,222737.705280607
3693,275411.872063937
3694,340815.514929853
3695,382699.131273493
3696,709095.471337473
3697,145792.48113598
3698,456787.052292107
3699,243806.363263495
3700,115121.001960245
3701,223367.338453379
3702,440820.819702658
3703,361580.943691811
3704,370130.765969943
3705,51648.9066091274
3706,259863.983093591
3707,675757.061567468
3708,408529.003498556
3709,491716.873827396
3710,371559.453846653
3711,201725.006485296
3712,61811.2683670433
3713,477437.65161097
3714,111773.643202011
3715,424803.339001141
3716,328935.563496244
3717,461468.314281252
3718,1288351.67213913
3719,169076.314445137
3720,97613.3154374802
3721,340742.110094667
3722,78488.4591786189
3723,179352.660141652
3724,248181.806218947
3725,90601.7753285119
3726,248631.127953599
3727,374065.461749283
3728,252590.395754982
3729,35607.8088904731
3730,93736.3833569766
3731,215211.526267874
3732,229180.928478039
3733,413186.608614196
3734,166159.894138832
3735,608587.515095238
3736,517429.962474059
3737,60281.8255743369
3738,357723.482306152
3739,293634.107307786
3740,70823.8355594908
3741,377880.381442705
3742,80552.1136867996
3743,537468.544664675
3744,247554.840104353
3745,326987.574532831
3746,135932.254817387
3747,127691.351401322
3748,129461.062482732
3749,294489.794490716
3750,361056.423564111
3751,230213.619969475
3752,197533.532603341
3753,382597.395283055
3754,332201.841796015
3755,258950.696422183
3756,245908.912366104
3757,147125.214826472
3758,223449.671902285
3759,106439.292657809
3760,434312.732821413
3761,137742.506585945
3762,430009.054944692
3763,782386.890496497
3764,156444.756716046
3765,142560.010441687
3766,484392.107868783
3767,372226.826559408
3768,64638.100294748
3769,151261.409878614
3770,148008.577088457
3771,335125.354710653
3772,252854.708212667
3773,494536.299872317
3774,1001311.38849145
3775,234045.572586491
3776,137391.950150039
3777,210749.125039753
3778,832097.567805658
3779,219482.579043352
3780,68850.4965967335
3781,611542.415644547
3782,161882.986936629
3783,212510.853168706
3784,287214.240437305
3785,54656.9842401908
3786,104094.663120461
3787,212067.07559925
3788,523122.877436779
3789,447478.724904661
3790,1516591.06713766
3791,163023.440034355
3792,79661.490082959
3793,695526.41724614
3794,491715.311025661
3795,254712.333889769
3796,381252.853935946
3797,295838.48857759
3798,589065.651088662
3799,81453.8060260909
3800,277705.945959654
3801,271551.782793644
3802,181291.505652468
3803,225512.473617327
